transaction_id,customer_id,counterparty_id,timestamp,direction,amount,currency,channel,description,pattern,institution_id
TX-0041,CUST-003,CP-004,2026-01-21 14:00:00,DEBIT,66.89,USD,BANK_TRANSFER,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0042,CUST-009,CP-006,2026-01-22 09:00:00,DEBIT,938.87,USD,BANK_TRANSFER,Professional expense,baseline_expense,BANK-RIO-SUR
TX-0043,CUST-004,CP-001,2026-01-22 12:00:00,DEBIT,703.08,USD,BANK_TRANSFER,Professional operating expense,baseline_expense,BANK-RIO-SUR
TX-0044,CUST-002,CP-003,2026-01-22 19:00:00,DEBIT,398.87,USD,CARD,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0045,CUST-005,CP-010,2026-01-23 12:00:00,DEBIT,4736.47,USD,INTERNATIONAL_TRANSFER,Supplier payment for imported goods,legitimate_international,BANK-RIO-SUR
TX-0046,CUST-010,CP-018,2026-01-23 14:00:00,CREDIT,3421.53,USD,CASH_DEPOSIT,Retail business receipt,high_volume_business,BANK-RIO-SUR
TX-0047,CUST-011,CP-017,2026-01-24 11:00:00,DEBIT,263.96,USD,CARD,Professional or personal expense,baseline_expense,BANK-RIO-SUR
TX-0048,CUST-001,CP-002,2026-01-24 11:00:00,DEBIT,561.74,USD,CARD,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0049,CUST-001,CP-002,2026-01-24 14:00:00,DEBIT,209.56,USD,BANK_TRANSFER,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0050,CUST-008,CP-001,2026-01-24 20:00:00,DEBIT,646.03,USD,CARD,Software and living expenses,baseline_expense,BANK-RIO-SUR
TX-0051,CUST-001,CP-002,2026-01-25 13:00:00,CREDIT,3701.34,USD,BANK_TRANSFER,Regular professional/employment income,baseline_income,BANK-RIO-SUR
TX-0052,CUST-009,CP-012,2026-01-25 13:00:00,CREDIT,5679.32,USD,BANK_TRANSFER,Legal services client payment,professional_income,BANK-RIO-SUR
TX-0053,CUST-007,CP-013,2026-01-26 15:00:00,DEBIT,2112.87,USD,BANK_TRANSFER,Supplier payment,business_expense,BANK-RIO-SUR
TX-0054,CUST-007,CP-013,2026-01-26 16:00:00,DEBIT,1957.53,USD,BANK_TRANSFER,Supplier payment,business_expense,BANK-RIO-SUR
TX-0055,CUST-009,CP-012,2026-01-26 20:00:00,DEBIT,131.85,USD,BANK_TRANSFER,Professional expense,baseline_expense,BANK-RIO-SUR
TX-0056,CUST-006,CP-007,2026-01-26 20:00:00,DEBIT,615.03,USD,BANK_TRANSFER,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0057,CUST-001,CP-002,2026-01-27 18:00:00,DEBIT,448.81,USD,CARD,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0058,CUST-005,CP-018,2026-01-27 19:00:00,CREDIT,4130.51,USD,CARD_PROCESSOR,Business customer receipts,business_receipts,BANK-RIO-SUR
TX-0059,CUST-011,CP-017,2026-01-27 19:00:00,DEBIT,597.07,USD,CARD,Professional or personal expense,baseline_expense,BANK-RIO-SUR
TX-0060,CUST-012,CP-015,2026-01-27 20:00:00,DEBIT,7454.74,USD,BANK_TRANSFER,Investment activity,legitimate_high_value,BANK-RIO-SUR
TX-0061,CUST-010,CP-016,2026-01-28 11:00:00,DEBIT,1381.64,USD,BANK_TRANSFER,Retail supplier payment,high_volume_business,BANK-RIO-SUR
TX-0062,CUST-005,CP-010,2026-01-28 17:00:00,DEBIT,1330.4,USD,INTERNATIONAL_TRANSFER,Supplier payment for imported goods,legitimate_international,BANK-RIO-SUR
TX-0063,CUST-002,CP-003,2026-01-28 18:00:00,DEBIT,44.39,USD,CARD,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0064,CUST-008,CP-008,2026-01-28 18:00:00,CREDIT,2812.19,USD,INTERNATIONAL_TRANSFER,Software development client payment,variable_income,BANK-RIO-SUR
TX-0065,CUST-002,CP-003,2026-01-29 13:00:00,DEBIT,81.11,USD,CARD,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0066,CUST-008,CP-008,2026-01-30 09:00:00,DEBIT,161.47,USD,CARD,Software and living expenses,baseline_expense,BANK-RIO-SUR
TX-0067,CUST-003,CP-004,2026-01-30 09:00:00,DEBIT,428.64,USD,BANK_TRANSFER,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0068,CUST-008,CP-008,2026-01-30 10:00:00,DEBIT,129.65,USD,CARD,Software and living expenses,baseline_expense,BANK-RIO-SUR
TX-0069,CUST-008,CP-001,2026-01-30 15:00:00,DEBIT,873.93,USD,CARD,Software and living expenses,baseline_expense,BANK-RIO-SUR
TX-0070,CUST-010,CP-016,2026-01-30 16:00:00,DEBIT,1126.98,USD,BANK_TRANSFER,Retail supplier payment,high_volume_business,BANK-RIO-SUR
TX-0071,CUST-006,CP-007,2026-01-30 16:00:00,DEBIT,89.07,USD,CARD,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0072,CUST-002,CP-003,2026-01-31 11:00:00,DEBIT,83.22,USD,CARD,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0073,CUST-005,CP-010,2026-01-31 20:00:00,DEBIT,3105.09,USD,INTERNATIONAL_TRANSFER,Supplier payment for imported goods,legitimate_international,BANK-RIO-SUR
TX-0074,CUST-009,CP-012,2026-02-01 14:00:00,DEBIT,1113.69,USD,BANK_TRANSFER,Professional expense,baseline_expense,BANK-RIO-SUR
TX-0075,CUST-008,CP-001,2026-02-01 15:00:00,CREDIT,3749.91,USD,INTERNATIONAL_TRANSFER,Software development client payment,variable_income,BANK-RIO-SUR
TX-0076,CUST-004,CP-001,2026-02-01 19:00:00,CREDIT,3275.33,USD,BANK_TRANSFER,Software consulting payment,baseline_income,BANK-RIO-SUR
TX-0077,CUST-012,CP-014,2026-02-01 20:00:00,CREDIT,3679.88,USD,BANK_TRANSFER,Business-related receipt,complex_business,BANK-RIO-SUR
TX-0078,CUST-002,CP-003,2026-02-02 10:00:00,DEBIT,448.08,USD,CARD,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0079,CUST-004,CP-001,2026-02-02 11:00:00,DEBIT,442.35,USD,BANK_TRANSFER,Professional operating expense,baseline_expense,BANK-RIO-SUR
TX-0080,CUST-007,CP-018,2026-02-02 16:00:00,CREDIT,3546.35,USD,CARD_PROCESSOR,Restaurant customer receipts,business_receipts,BANK-RIO-SUR
TX-0081,CUST-009,CP-006,2026-02-03 16:00:00,DEBIT,299.55,USD,BANK_TRANSFER,Professional expense,baseline_expense,BANK-RIO-SUR
TX-0082,CUST-003,CP-004,2026-02-03 18:00:00,CREDIT,6813.6,USD,BANK_TRANSFER,Regular professional/employment income,baseline_income,BANK-RIO-SUR
TX-0083,CUST-012,CP-015,2026-02-04 09:00:00,CREDIT,7117.81,USD,BANK_TRANSFER,Investment return,legitimate_high_value,BANK-RIO-SUR
TX-0084,CUST-007,CP-013,2026-02-04 09:00:00,DEBIT,2195.11,USD,BANK_TRANSFER,Supplier payment,business_expense,BANK-RIO-SUR
TX-0085,CUST-003,CP-004,2026-02-04 12:00:00,DEBIT,382.15,USD,CARD,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0086,CUST-007,CP-005,2026-02-06 14:00:00,DEBIT,1124.55,USD,BANK_TRANSFER,Supplier payment,business_expense,BANK-RIO-SUR
TX-0087,CUST-010,CP-018,2026-02-07 12:00:00,CREDIT,2218.26,USD,CASH_DEPOSIT,Retail business receipt,high_volume_business,BANK-RIO-SUR
TX-0088,CUST-011,CP-017,2026-02-07 14:00:00,CREDIT,3448.97,USD,BANK_TRANSFER,Creative services payment,incomplete_kyc_income,BANK-RIO-SUR
TX-0089,CUST-007,CP-005,2026-02-07 14:00:00,DEBIT,1142.99,USD,BANK_TRANSFER,Supplier payment,business_expense,BANK-RIO-SUR
TX-0090,CUST-006,CP-007,2026-02-08 12:00:00,DEBIT,488.07,USD,BANK_TRANSFER,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0091,CUST-010,CP-016,2026-02-08 15:00:00,DEBIT,2117.56,USD,BANK_TRANSFER,Retail supplier payment,high_volume_business,BANK-RIO-SUR
TX-0092,CUST-005,CP-018,2026-02-09 14:00:00,CREDIT,3392.27,USD,CARD_PROCESSOR,Business customer receipts,business_receipts,BANK-RIO-SUR
TX-0093,CUST-006,CP-007,2026-02-10 11:00:00,CREDIT,3673.06,USD,BANK_TRANSFER,Regular professional/employment income,baseline_income,BANK-RIO-SUR
TX-0094,CUST-001,CP-002,2026-02-10 19:00:00,DEBIT,365.83,USD,CARD,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0095,CUST-011,CP-017,2026-02-11 11:00:00,DEBIT,84.51,USD,CARD,Professional or personal expense,baseline_expense,BANK-RIO-SUR
TX-0096,CUST-011,CP-017,2026-02-11 12:00:00,DEBIT,505.49,USD,CARD,Professional or personal expense,baseline_expense,BANK-RIO-SUR
TX-0097,CUST-002,CP-003,2026-02-11 16:00:00,CREDIT,5432.29,USD,BANK_TRANSFER,Regular professional/employment income,baseline_income,BANK-RIO-SUR
TX-0098,CUST-010,CP-016,2026-02-13 09:00:00,DEBIT,451.83,USD,BANK_TRANSFER,Retail supplier payment,high_volume_business,BANK-RIO-SUR
TX-0099,CUST-004,CP-012,2026-02-13 18:00:00,DEBIT,812.53,USD,BANK_TRANSFER,Professional operating expense,baseline_expense,BANK-RIO-SUR
TX-0100,CUST-010,CP-018,2026-02-13 20:00:00,CREDIT,4927.78,USD,CARD_PROCESSOR,Retail business receipt,high_volume_business,BANK-RIO-SUR
TX-0101,CUST-006,CP-007,2026-02-14 16:00:00,DEBIT,649.74,USD,BANK_TRANSFER,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0102,CUST-004,CP-012,2026-02-14 17:00:00,DEBIT,722.93,USD,BANK_TRANSFER,Professional operating expense,baseline_expense,BANK-RIO-SUR
TX-0103,CUST-002,CP-003,2026-02-15 16:00:00,DEBIT,188.23,USD,BANK_TRANSFER,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0104,CUST-005,CP-010,2026-02-15 19:00:00,DEBIT,3497.58,USD,INTERNATIONAL_TRANSFER,Supplier payment for imported goods,legitimate_international,BANK-RIO-SUR
TX-0105,CUST-010,CP-016,2026-02-15 20:00:00,DEBIT,326.33,USD,BANK_TRANSFER,Retail supplier payment,high_volume_business,BANK-RIO-SUR
TX-0106,CUST-004,CP-001,2026-02-18 12:00:00,DEBIT,657.74,USD,BANK_TRANSFER,Professional operating expense,baseline_expense,BANK-RIO-SUR
TX-0107,CUST-007,CP-018,2026-02-18 17:00:00,CREDIT,2337.97,USD,CARD_PROCESSOR,Restaurant customer receipts,business_receipts,BANK-RIO-SUR
TX-0108,CUST-007,CP-005,2026-02-18 19:00:00,DEBIT,916.31,USD,BANK_TRANSFER,Supplier payment,business_expense,BANK-RIO-SUR
TX-0109,CUST-005,CP-010,2026-02-20 09:00:00,DEBIT,3225.37,USD,INTERNATIONAL_TRANSFER,Supplier payment for imported goods,legitimate_international,BANK-RIO-SUR
TX-0110,CUST-010,CP-016,2026-02-20 10:00:00,DEBIT,2182.42,USD,BANK_TRANSFER,Retail supplier payment,high_volume_business,BANK-RIO-SUR
TX-0111,CUST-004,CP-001,2026-02-20 10:00:00,CREDIT,3875.1,USD,BANK_TRANSFER,Software consulting payment,baseline_income,BANK-RIO-SUR
TX-0112,CUST-002,CP-003,2026-02-20 10:00:00,DEBIT,156.15,USD,CARD,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0113,CUST-006,CP-007,2026-02-20 14:00:00,DEBIT,505.5,USD,CARD,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0114,CUST-012,CP-015,2026-02-21 08:00:00,DEBIT,6459.16,USD,BANK_TRANSFER,Investment activity,legitimate_high_value,BANK-RIO-SUR
TX-0115,CUST-003,CP-004,2026-02-22 18:00:00,DEBIT,616.48,USD,CARD,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0116,CUST-006,CP-007,2026-02-23 18:00:00,DEBIT,356.57,USD,BANK_TRANSFER,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0117,CUST-006,CP-007,2026-02-24 12:00:00,DEBIT,150.71,USD,BANK_TRANSFER,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0118,CUST-003,CP-004,2026-02-24 16:00:00,DEBIT,549.1,USD,CARD,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0119,CUST-002,CP-003,2026-02-24 16:00:00,DEBIT,256.12,USD,BANK_TRANSFER,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0120,CUST-004,CP-012,2026-02-24 16:00:00,DEBIT,674.36,USD,BANK_TRANSFER,Professional operating expense,baseline_expense,BANK-RIO-SUR
TX-0121,CUST-009,CP-012,2026-02-25 14:00:00,CREDIT,1568.8,USD,BANK_TRANSFER,Legal services client payment,professional_income,BANK-RIO-SUR
TX-0122,CUST-001,CP-002,2026-02-25 20:00:00,DEBIT,321.98,USD,BANK_TRANSFER,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0123,CUST-001,CP-002,2026-02-26 15:00:00,DEBIT,457.61,USD,CARD,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0124,CUST-001,CP-002,2026-02-27 10:00:00,DEBIT,541.3,USD,BANK_TRANSFER,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0125,CUST-008,CP-001,2026-02-27 18:00:00,DEBIT,725.17,USD,CARD,Software and living expenses,baseline_expense,BANK-RIO-SUR
TX-0126,CUST-006,CP-007,2026-02-27 18:00:00,DEBIT,631.12,USD,BANK_TRANSFER,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0127,CUST-006,CP-007,2026-03-01 12:00:00,DEBIT,448.78,USD,CARD,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0128,CUST-006,CP-007,2026-03-01 12:00:00,CREDIT,3926.68,USD,BANK_TRANSFER,Regular professional/employment income,baseline_income,BANK-RIO-SUR
TX-0129,CUST-008,CP-001,2026-03-01 15:00:00,DEBIT,725.32,USD,CARD,Software and living expenses,baseline_expense,BANK-RIO-SUR
TX-0130,CUST-001,CP-002,2026-03-01 16:00:00,CREDIT,3623.48,USD,BANK_TRANSFER,Regular professional/employment income,baseline_income,BANK-RIO-SUR
TX-0131,CUST-010,CP-018,2026-03-02 09:00:00,CREDIT,2391.98,USD,CASH_DEPOSIT,Retail business receipt,high_volume_business,BANK-RIO-SUR
TX-0132,CUST-008,CP-001,2026-03-02 16:00:00,DEBIT,760.45,USD,CARD,Software and living expenses,baseline_expense,BANK-RIO-SUR
TX-0133,CUST-004,CP-001,2026-03-02 18:00:00,DEBIT,305.95,USD,BANK_TRANSFER,Professional operating expense,baseline_expense,BANK-RIO-SUR
TX-0134,CUST-007,CP-013,2026-03-03 17:00:00,DEBIT,981.08,USD,BANK_TRANSFER,Supplier payment,business_expense,BANK-RIO-SUR
TX-0135,CUST-012,CP-014,2026-03-03 19:00:00,CREDIT,4416.41,USD,BANK_TRANSFER,Business-related receipt,complex_business,BANK-RIO-SUR
TX-0136,CUST-003,CP-004,2026-03-04 13:00:00,DEBIT,117.74,USD,BANK_TRANSFER,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0137,CUST-004,CP-012,2026-03-04 15:00:00,DEBIT,275.87,USD,BANK_TRANSFER,Professional operating expense,baseline_expense,BANK-RIO-SUR
TX-0138,CUST-011,CP-017,2026-03-06 08:00:00,DEBIT,545.66,USD,CARD,Professional or personal expense,baseline_expense,BANK-RIO-SUR
TX-0139,CUST-012,CP-015,2026-03-06 08:00:00,CREDIT,4488.15,USD,BANK_TRANSFER,Investment return,legitimate_high_value,BANK-RIO-SUR
TX-0140,CUST-008,CP-001,2026-03-07 15:00:00,CREDIT,4396.13,USD,INTERNATIONAL_TRANSFER,Software development client payment,variable_income,BANK-RIO-SUR
TX-0141,CUST-003,CP-004,2026-03-09 10:00:00,DEBIT,588.38,USD,CARD,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0142,CUST-003,CP-004,2026-03-09 14:00:00,CREDIT,6123.1,USD,BANK_TRANSFER,Regular professional/employment income,baseline_income,BANK-RIO-SUR
TX-0143,CUST-002,CP-003,2026-03-09 16:00:00,DEBIT,566.94,USD,CARD,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0144,CUST-008,CP-008,2026-03-09 16:00:00,DEBIT,714.98,USD,CARD,Software and living expenses,baseline_expense,BANK-RIO-SUR
TX-0145,CUST-001,CP-002,2026-03-09 20:00:00,DEBIT,597.01,USD,BANK_TRANSFER,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0146,CUST-005,CP-018,2026-03-11 17:00:00,CREDIT,3629.41,USD,CARD_PROCESSOR,Business customer receipts,business_receipts,BANK-RIO-SUR
TX-0147,CUST-001,CP-002,2026-03-12 11:00:00,DEBIT,439.82,USD,BANK_TRANSFER,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0148,CUST-010,CP-016,2026-03-12 17:00:00,DEBIT,1047.1,USD,BANK_TRANSFER,Retail supplier payment,high_volume_business,BANK-RIO-SUR
TX-0149,CUST-007,CP-005,2026-03-12 20:00:00,DEBIT,763.98,USD,BANK_TRANSFER,Supplier payment,business_expense,BANK-RIO-SUR
TX-0150,CUST-001,CP-002,2026-03-13 10:00:00,DEBIT,127.15,USD,CARD,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0151,CUST-011,CP-017,2026-03-14 09:00:00,CREDIT,2214.97,USD,BANK_TRANSFER,Creative services payment,incomplete_kyc_income,BANK-RIO-SUR
TX-0152,CUST-003,CP-004,2026-03-14 10:00:00,DEBIT,446.83,USD,BANK_TRANSFER,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0153,CUST-011,CP-017,2026-03-14 20:00:00,DEBIT,639.75,USD,CARD,Professional or personal expense,baseline_expense,BANK-RIO-SUR
TX-0154,CUST-004,CP-012,2026-03-15 11:00:00,DEBIT,769.77,USD,BANK_TRANSFER,Professional operating expense,baseline_expense,BANK-RIO-SUR
TX-0155,CUST-012,CP-015,2026-03-15 13:00:00,DEBIT,9268.14,USD,BANK_TRANSFER,Investment activity,legitimate_high_value,BANK-RIO-SUR
TX-0156,CUST-006,CP-007,2026-03-16 08:00:00,DEBIT,291.1,USD,BANK_TRANSFER,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0157,CUST-007,CP-018,2026-03-16 16:00:00,CREDIT,3350.53,USD,CARD_PROCESSOR,Restaurant customer receipts,business_receipts,BANK-RIO-SUR
TX-0158,CUST-012,CP-014,2026-03-17 11:00:00,CREDIT,9570.79,USD,BANK_TRANSFER,Business-related receipt,complex_business,BANK-RIO-SUR
TX-0159,CUST-004,CP-001,2026-03-17 16:00:00,CREDIT,3407.56,USD,BANK_TRANSFER,Software consulting payment,baseline_income,BANK-RIO-SUR
TX-0160,CUST-008,CP-008,2026-03-17 19:00:00,DEBIT,783.89,USD,CARD,Software and living expenses,baseline_expense,BANK-RIO-SUR
TX-0161,CUST-004,CP-012,2026-03-18 16:00:00,DEBIT,620.46,USD,BANK_TRANSFER,Professional operating expense,baseline_expense,BANK-RIO-SUR
TX-0162,CUST-007,CP-005,2026-03-18 17:00:00,DEBIT,632.63,USD,BANK_TRANSFER,Supplier payment,business_expense,BANK-RIO-SUR
TX-0163,CUST-002,CP-003,2026-03-18 18:00:00,DEBIT,76.97,USD,BANK_TRANSFER,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0164,CUST-008,CP-001,2026-03-19 15:00:00,DEBIT,522.98,USD,CARD,Software and living expenses,baseline_expense,BANK-RIO-SUR
TX-0165,CUST-005,CP-010,2026-03-19 18:00:00,DEBIT,2344.22,USD,INTERNATIONAL_TRANSFER,Supplier payment for imported goods,legitimate_international,BANK-RIO-SUR
TX-0166,CUST-010,CP-016,2026-03-19 20:00:00,DEBIT,1573.85,USD,BANK_TRANSFER,Retail supplier payment,high_volume_business,BANK-RIO-SUR
TX-0167,CUST-002,CP-003,2026-03-20 11:00:00,CREDIT,4938.6,USD,BANK_TRANSFER,Regular professional/employment income,baseline_income,BANK-RIO-SUR
TX-0168,CUST-006,CP-007,2026-03-20 17:00:00,DEBIT,444.18,USD,BANK_TRANSFER,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0169,CUST-004,CP-001,2026-03-21 11:00:00,DEBIT,411.15,USD,BANK_TRANSFER,Professional operating expense,baseline_expense,BANK-RIO-SUR
TX-0170,CUST-002,CP-003,2026-03-21 14:00:00,DEBIT,367.13,USD,CARD,Routine household or professional expense,baseline_expense,BANK-RIO-SUR
TX-0171,CUST-004,CP-012,2026-03-21 18:00:00,DEBIT,411.83,USD,BANK_TRANSFER,Professional operating expense,baseline_expense,BANK-RIO-SUR
